1546104823.2691221,93,56102d8c43a456b22ad472a3357848fb,1546104828.2792552
1546104838.749374,95,df9289cd548a5bbcb8cb1f2ac3bd80ac,1546104843.762505
1546104871.410346,142,fe4151d2bebab76ee431e9128e817677,1546104876.421804
1546104895.935176,144,06d383105d62fb3221b58cd8e53d80c4,1546104900.946711
1546104906.531307,145,f107ce49fca5dbe0b9043291b29deeac,1546104911.534376
1546104936.946987,138,02f1d4fda62e5ce524dc0fbd773b116c,1546104941.957411
1546104960.106517,135,a0ada1c2155430cff5f91d4942d7e472,1546104965.1189241
1546104985.56028,132,1277bb78dab7d0c412ad864ffc4cc910,1546104990.573961
1546105005.943666,129,f19a13ba264bf6abc8a4096250964916,1546105010.948122
1546105015.982553,129,f19a13ba264bf6abc8a4096250964916,1546105020.99073
1546105036.953581,124,19c0d8bcec1df474cc67c203e293e94e,1546105041.963788
1546105059.752214,122,0b0caf54ec4deac4f0115274b7bad480,1546105064.763445
1546105087.0064,118,94030ae560e7638d44362fb03308b2d6,1546105092.0157819
1546105123.935385,113,5810cc2ab615157da1a76e5694799e74,1546105128.946444
1546105146.881134,107,64363c99bccf0a93135a2b2b5fe507eb,1546105151.885916
1546105157.081158,108,bd7b7e9d2f075c8114bbac6e776990be,1546105162.09133
1546105178.7344482,102,b1a28e1d3e0553cc29f4ecfe4dfd8b3c,1546105183.7417028
1546105203.839009,92,aea9d85bb80e839b8fc4f1c9f265dd06,1546105208.8470259
1546105234.820993,87,83a441011bd5558711258d51a6f7c0ee,1546105239.839453
1546105255.7746,82,7a7bda63499842e21f4cf9ddd8cd622f,1546105260.781738
1546105281.437902,79,4b3a6ee915654f48973fb14e4cf43dde,1546105286.443226
1546105306.786774,74,9bb5a541637aff233a462a5c06b9258c,1546105311.804192
1546105328.820794,70,efd8ea55ee4a4ad08d730468898dfe22,1546105333.831094
1546105343.838361,70,efd8ea55ee4a4ad08d730468898dfe22,1546105348.846308
1546105370.332942,64,cd3dad51423b46a00d47e49fa9bd1a83,1546105375.344247
1546105389.832194,60,ada7d11609ea1804e00fc23558021dbb,1546105394.837848
1546105410.8213131,57,1b4fec1a7eabe4dce4280f9c9f61be76,1546105415.825254
1546105431.347906,53,87a8076acc05a3894b8ee650551cd156,1546105436.355795
