,time,price,text,path,value,group,time1,time2
3,1546209547.0653038,102,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,51.27693772315979,60
4,1546209557.2755818,102,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,61.487215757369995,60
5,1546209558.8545148,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,63.06614875793457,60
6,1546209558.921934,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,63.133567810058594,60
7,1546209564.0447009,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,68.25633478164673,60
8,1546209564.1507561,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,68.36239004135132,60
9,1546209569.3062391,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,73.51787304878235,80
10,1546209569.3569849,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,73.56861877441406,80
11,1546209569.406244,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,73.61787796020508,80
12,1546209569.461725,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,73.67335891723633,80
13,1546209574.569066,102,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,78.78069996833801,80
14,1546209579.715828,103,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,83.92746186256409,80
15,1546209579.760399,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,83.97203302383423,80
16,1546209579.784822,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,83.99645590782166,80
17,1546209579.828275,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,84.03990888595581,80
18,1546209589.6025126,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,93.81414651870728,100
19,1546209604.812475,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,109.02410888671875,100
20,1546209604.923477,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,109.13511085510254,100
21,1546209604.989741,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,109.2013750076294,100
22,1546209605.073055,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,109.28468894958496,100
23,1546209610.1781068,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,114.38974070549011,120
24,1546209615.2923386,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,119.50397253036499,120
25,1546209620.4401689,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,124.65180277824402,120
26,1546209625.574315,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,129.7859489917755,120
27,1546209630.706517,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,134.91815090179443,140
28,1546209635.869314,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,140.08094787597656,140
29,1546209641.053622,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,145.26525592803955,140
30,1546209646.023698,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,150.2353320121765,160
31,1546209646.091098,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,150.3027319908142,160
32,1546209651.273982,101,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,155.48561596870422,160
33,1546209703.2141929,121,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,207.4258267879486,200
34,1546209703.289427,121,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,207.501060962677,200
35,1546209703.403724,121,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,207.61535787582397,200
36,1546209703.4980106,121,('127.0.0.1',/tmp/consumer_b6ee024b243b018599addd719365f00b_132_1546209494.257038_-1_3_log.csv,132,3,207.70964455604553,200
