1546209501.186059,101,('127.0.0.1', 54392),
1546209501.5610082,101,('127.0.0.1', 54494),
1546209512.633205,101,('127.0.0.1', 54444),
1546209513.119366,101,('127.0.0.1', 55386),
1546209518.7756119,102,('127.0.0.1', 54404),
1546209519.287671,101,('127.0.0.1', 55080),
1546209519.6665962,101,('127.0.0.1', 55417),
1546209546.966646,102,('127.0.0.1', 54464),
1546209557.423674,102,('127.0.0.1', 54464),
1546209557.4255779,101,('127.0.0.1', 56322),
1546209557.426899,101,('127.0.0.1', 56706),
1546209557.428161,101,('127.0.0.1', 56711),
1546209557.431348,101,('127.0.0.1', 55620),
1546209557.4322329,101,('127.0.0.1', 57282),
1546209557.433005,101,('127.0.0.1', 56466),
1546209557.436743,101,('127.0.0.1', 55543),
1546209557.524365,101,('127.0.0.1', 55628),
1546209557.546057,101,('127.0.0.1', 57162),
1546209557.6292312,101,('127.0.0.1', 55773),
1546209562.8966022,102,('127.0.0.1', 55733),
1546209569.109109,101,('127.0.0.1', 54518),
1546209569.155473,101,('127.0.0.1', 57104),
1546209569.210151,101,('127.0.0.1', 54640),
1546209574.346852,101,('127.0.0.1', 54611),
1546209579.674964,101,('127.0.0.1', 55058),
1546209584.902557,101,('127.0.0.1', 56041),
1546209588.995142,101,('127.0.0.1', 56807),
1546209594.0503669,102,('127.0.0.1', 56050),
1546209599.281247,101,('127.0.0.1', 56468),
1546209604.4389582,102,('127.0.0.1', 55798),
1546209604.471753,101,('127.0.0.1', 55992),
1546209604.515847,101,('127.0.0.1', 57106),
1546209609.726729,101,('127.0.0.1', 55294),
1546209614.86219,101,('127.0.0.1', 54533),
1546209620.090566,101,('127.0.0.1', 56438),
1546209625.246509,101,('127.0.0.1', 55871),
1546209630.408344,101,('127.0.0.1', 54611),
1546209635.545304,101,('127.0.0.1', 54709),
1546209635.5754318,101,('127.0.0.1', 56124),
1546209645.57859,101,('127.0.0.1', 55170),
1546209650.792248,101,('127.0.0.1', 55001),
1546209656.015169,101,('127.0.0.1', 55796),
1546209656.0648892,101,('127.0.0.1', 56888),
1546209703.2224362,121,('127.0.0.1', 58399),
1546209703.289257,121,('127.0.0.1', 58479),
1546209703.404329,121,('127.0.0.1', 58530),
1546209703.4959848,121,('127.0.0.1', 58908),
1546209703.567203,121,('127.0.0.1', 58914),
1546209703.649697,121,('127.0.0.1', 58481),
1546209708.897781,122,('127.0.0.1', 57851),
1546209708.946514,121,('127.0.0.1', 58585),
1546209709.021131,121,('127.0.0.1', 59366),
1546209709.024812,121,('127.0.0.1', 59263),
1546209714.072901,121,('127.0.0.1', 58034),
1546209714.1543941,121,('127.0.0.1', 60279),
1546209714.250719,121,('127.0.0.1', 58753),
1546209718.406084,121,('127.0.0.1', 59382),
1546209718.778707,121,('127.0.0.1', 59736),
1546209724.013134,122,('127.0.0.1', 59626),
1546209731.155173,122,('127.0.0.1', 58538),
1546209731.233255,121,('127.0.0.1', 57838),
1546209731.5974221,121,('127.0.0.1', 58916),
1546209731.659413,121,('127.0.0.1', 58848),
1546209731.736217,121,('127.0.0.1', 59990),
1546209737.085166,121,('127.0.0.1', 59946),
1546209742.399086,121,('127.0.0.1', 58466),
1546209742.4684942,121,('127.0.0.1', 57845),
1546209747.720756,121,('127.0.0.1', 57582),
1546209753.068602,121,('127.0.0.1', 58272),
1546209753.147341,121,('127.0.0.1', 58970),
1546209753.2392,121,('127.0.0.1', 58607),
1546209753.3171442,121,('127.0.0.1', 59940),
1546209758.729006,122,('127.0.0.1', 57451),
1546209764.1415098,121,('127.0.0.1', 58715),
1546209764.188298,121,('127.0.0.1', 59852),
1546209764.323499,121,('127.0.0.1', 58658),
1546209769.618089,121,('127.0.0.1', 58556),
