1546209501.184928,101,('127.0.0.1', 54454),
1546209501.561374,101,('127.0.0.1', 54520),
1546209501.658012,101,('127.0.0.1', 54473),
1546209502.350268,101,('127.0.0.1', 54529),
1546209508.377352,101,('127.0.0.1', 54607),
1546209508.625094,101,('127.0.0.1', 54356),
1546209515.899889,101,('127.0.0.1', 54923),
1546209542.3185668,101,('127.0.0.1', 54876),
1546209542.522573,101,('127.0.0.1', 55581),
1546209547.638707,101,('127.0.0.1', 54663),
1546209547.763625,101,('127.0.0.1', 55445),
1546209547.8533602,101,('127.0.0.1', 56457),
1546209547.921418,101,('127.0.0.1', 54813),
1546209547.961517,101,('127.0.0.1', 54756),
1546209553.204573,102,('127.0.0.1', 54760),
1546209553.311612,101,('127.0.0.1', 55353),
1546209558.856576,101,('127.0.0.1', 54502),
1546209558.957603,101,('127.0.0.1', 55658),
1546209559.063509,101,('127.0.0.1', 56649),
1546209559.14054,101,('127.0.0.1', 56601),
1546209559.254206,101,('127.0.0.1', 55148),
1546209559.339911,101,('127.0.0.1', 55525),
1546209564.494208,103,('127.0.0.1', 54436),
1546209564.551053,101,('127.0.0.1', 55695),
1546209569.108771,101,('127.0.0.1', 55796),
1546209578.2530491,102,('127.0.0.1', 55641),
1546209578.2991161,101,('127.0.0.1', 55341),
1546209578.3394182,101,('127.0.0.1', 56745),
1546209584.0321631,102,('127.0.0.1', 54375),
1546209589.7539032,101,('127.0.0.1', 54777),
1546209594.867248,101,('127.0.0.1', 55572),
1546209600.00415,101,('127.0.0.1', 55611),
1546209600.075274,101,('127.0.0.1', 56884),
1546209605.2604742,101,('127.0.0.1', 56013),
1546209605.296383,101,('127.0.0.1', 56809),
1546209608.852567,101,('127.0.0.1', 56037),
1546209614.0169759,101,('127.0.0.1', 54471),
1546209619.4260402,101,('127.0.0.1', 56081),
1546209624.594663,101,('127.0.0.1', 54644),
1546209629.757347,102,('127.0.0.1', 55908),
1546209634.902261,101,('127.0.0.1', 55200),
1546209639.9683971,101,('127.0.0.1', 55228),
1546209645.178645,101,('127.0.0.1', 56909),
1546209650.3654342,101,('127.0.0.1', 57229),
1546209650.419574,101,('127.0.0.1', 55363),
1546209656.3596559,101,('127.0.0.1', 55458),
1546209828.6674151,40,('127.0.0.1', 60510),
1546209829.050448,40,('127.0.0.1', 60355),
1546209829.430225,40,('127.0.0.1', 60512),
1546209829.4328341,40,('127.0.0.1', 60462),
1546209829.5388532,40,('127.0.0.1', 60560),
1546209834.5911539,40,('127.0.0.1', 60424),
1546209834.595565,40,('127.0.0.1', 60452),
1546209844.002471,41,('127.0.0.1', 60867),
1546209868.3462322,40,('127.0.0.1', 61364),
1546209868.3514612,40,('127.0.0.1', 61347),
1546209873.379523,41,('127.0.0.1', 60966),
1546209878.852163,42,('127.0.0.1', 61409),
1546209884.0388749,40,('127.0.0.1', 60867),
1546209884.053091,40,('127.0.0.1', 62547),
1546209890.856151,40,('127.0.0.1', 62815),
1546209895.8780138,41,('127.0.0.1', 63119),
1546209900.882088,40,('127.0.0.1', 62661),
1546209905.898768,40,('127.0.0.1', 60617),
1546209905.9073658,40,('127.0.0.1', 61950),
1546209910.9135602,40,('127.0.0.1', 61157),
1546209910.9189591,40,('127.0.0.1', 62492),
1546209919.064749,40,('127.0.0.1', 62200),
1546209919.0657449,40,('127.0.0.1', 61764),
1546209924.076384,40,('127.0.0.1', 62628),
1546209929.0901709,40,('127.0.0.1', 60399),
1546209934.4304278,40,('127.0.0.1', 61809),
1546209939.469128,41,('127.0.0.1', 61848),
1546209944.505333,40,('127.0.0.1', 62982),
1546209954.45907,40,('127.0.0.1', 61970),
1546209959.4703062,40,('127.0.0.1', 62378),
1546209964.47549,40,('127.0.0.1', 62925),
1546209969.4810188,40,('127.0.0.1', 60989),
1546209974.497204,40,('127.0.0.1', 62583),
1546209979.509342,40,('127.0.0.1', 60800),
