1544014501.329588,91,abfb9eee917ad0a8fb7e72dd6e1f97f4,
1544014511.380728,93,aae9309849860af1e075940c9b1de133,
1544014529.4277189,90,8fa17f414ee76ad1c371eb81d1d4f285,
1544014549.5290408,87,42f4d350ab4a373acf6313fc7594b32d,
1544014559.538226,88,0e621dd1370076372f47045ab03fbae2,
1544014575.884726,79,91851d786aeca57988d7818dd2ddc24f,
1544014592.6740339,79,42a41dd388deafc0e3035a7c966fbcb9,
1544014613.377302,72,b8feea57f6407dbb07796ff8b46f788b,
1544014629.335778,67,390d7606b791cdd8c462808fc9a167ff,
1544014639.355952,68,bb7da577a7885b8c4e54b9570592d669,
1544014655.736983,64,9a51da6d49f1e3f6d18da2a856eabb74,
1544014675.769094,62,9a51da6d49f1e3f6d18da2a856eabb74,
1544014691.6520882,59,81ef5f9b1f27fc45002c9711be85e455,
1544014701.775337,59,81ef5f9b1f27fc45002c9711be85e455,
1544014720.629971,56,6dfb1f8aea0b4ecc8589e44de1207709,
1544014736.796705,54,8ca62b100ff4f4304c50d93d332f197b,
1544014752.693304,51,ba5d31f61757d7e13ec98398f3e78cb9,
1544014772.607352,50,ea6fc4fbd8e929df3151f64a39aebaac,
1544014788.258213,39,857d586bafce0fd33c9149feaaf6fe78,
1544014803.284411,42,81bdbc609b5211d6d4ec0d890084660a,
1544014818.508808,33,cb06c45a507fd8dc21e38d96828f69ff,
1544014834.364084,30,14aaa9190988acbbef25282dd34fe941,
1544014854.2816799,25,449f0c6d0cad4182fe8a6f8e44e28123,
1544014869.565517,15,9d41413397df6940688b0d2eae8ae315,
1544014884.618755,10,3c13275e1c5277aeb7725e8ab8da61c9,
1544014899.7137651,9,66d0282b27f0ff53430bfb97babc1e6d,
1544014909.722786,10,7846e293a2f4db2e02d6b4db53429e7b,
1544014924.798099,7,7df05bc3eccd2e1521054ce40199bccd,
1544014934.8162508,8,acecc891402a7ffbd139048a76625874,
1544014949.848159,4,d5d103492c7e0a15a41bc2eb9727f6a4,
1544014959.866007,6,d5d103492c7e0a15a41bc2eb9727f6a4,
