1545501511.532929,100,('10.0.0.11', 50890),
1545501581.661664,99,('10.0.0.11', 50860),
1545501600.853316,99,('10.0.0.11', 50890),
1545501646.7518358,99,('10.0.0.11', 50860),
1545501712.1734998,99,('10.0.0.11', 50888),
1545501721.988575,99,('10.0.0.11', 50865),
1545501726.997513,99,('10.0.0.11', 50860),
1545501741.307459,99,('10.0.0.11', 50889),
1545501754.090676,99,('10.0.0.11', 50890),
1545501777.2837918,99,('10.0.0.11', 50888),
1545501787.1046798,99,('10.0.0.11', 50865),
1545501792.121463,99,('10.0.0.11', 50860),
1545501806.407406,99,('10.0.0.11', 50889),
1545501819.208277,99,('10.0.0.11', 50890),
1545501842.4397829,99,('10.0.0.11', 50888),
1545501852.215563,99,('10.0.0.11', 50865),
1545501857.226822,99,('10.0.0.11', 50860),
1545501871.533355,99,('10.0.0.11', 50889),
1545501884.324082,99,('10.0.0.11', 50890),
1545501907.547267,99,('10.0.0.11', 50888),
1545501917.3256361,99,('10.0.0.11', 50865),
1545501922.343113,99,('10.0.0.11', 50860),
1545501936.650769,99,('10.0.0.11', 50889),
1545501949.423753,99,('10.0.0.11', 50890),
1545501972.6745222,99,('10.0.0.11', 50888),
1545501982.4252002,99,('10.0.0.11', 50865),
1545501987.440449,99,('10.0.0.11', 50860),
1545502001.7704031,99,('10.0.0.11', 50889),
1545502014.517439,99,('10.0.0.11', 50890),
1545502037.774305,99,('10.0.0.11', 50888),
1545502047.549814,99,('10.0.0.11', 50865),
1545502052.570847,99,('10.0.0.11', 50860),
1545502066.87972,99,('10.0.0.11', 50889),
1545502079.629604,99,('10.0.0.11', 50890),
1545502103.817889,99,('10.0.0.11', 50888),
1545502112.656288,99,('10.0.0.11', 50865),
1545502117.679039,99,('10.0.0.11', 50860),
1545502132.0075898,99,('10.0.0.11', 50889),
1545502144.7876632,99,('10.0.0.11', 50890),
1545502169.049275,99,('10.0.0.11', 50888),
1545502177.930667,99,('10.0.0.11', 50865),
1545502182.970093,99,('10.0.0.11', 50860),
1545502197.298233,99,('10.0.0.11', 50889),
1545502210.1045408,99,('10.0.0.11', 50890),
1545502234.3521369,99,('10.0.0.11', 50888),
1545502243.252463,99,('10.0.0.11', 50865),
1545502248.278114,99,('10.0.0.11', 50860),
1545502262.6375098,99,('10.0.0.11', 50889),
1545502275.374836,99,('10.0.0.11', 50890),
1545502299.6670542,99,('10.0.0.11', 50888),
1545502308.559146,99,('10.0.0.11', 50865),
1545502313.5874,99,('10.0.0.11', 50860),
1545502327.895772,99,('10.0.0.11', 50889),
1545502340.662226,99,('10.0.0.11', 50890),
1545502364.909101,99,('10.0.0.11', 50888),
1545502373.783909,99,('10.0.0.11', 50865),
1545502378.810519,99,('10.0.0.11', 50860),
1545502393.157335,99,('10.0.0.11', 50889),
1545502405.909487,99,('10.0.0.11', 50890),
1545502430.209583,99,('10.0.0.11', 50888),
1545502439.025305,99,('10.0.0.11', 50865),
1545502444.0856729,99,('10.0.0.11', 50860),
1545502458.433943,99,('10.0.0.11', 50889),
1545502471.2036428,99,('10.0.0.11', 50890),
1545502495.524383,99,('10.0.0.11', 50888),
1545502504.3650172,99,('10.0.0.11', 50865),
1545502509.40548,99,('10.0.0.11', 50860),
1545502523.737619,99,('10.0.0.11', 50889),
1545502536.505066,99,('10.0.0.11', 50890),
1545502560.8609369,99,('10.0.0.11', 50888),
1545502569.612201,99,('10.0.0.11', 50865),
1545502574.74127,99,('10.0.0.11', 50860),
1545502589.0708742,99,('10.0.0.11', 50889),
1545502601.831496,99,('10.0.0.11', 50890),
1545502626.146053,99,('10.0.0.11', 50888),
1545502634.8975492,99,('10.0.0.11', 50865),
1545502640.065047,99,('10.0.0.11', 50860),
1545502654.362141,99,('10.0.0.11', 50889),
1545502667.164299,99,('10.0.0.11', 50890),
1545502691.438396,99,('10.0.0.11', 50888),
1545502700.216821,99,('10.0.0.11', 50865),
1545502705.3961961,99,('10.0.0.11', 50860),
1545502719.662165,99,('10.0.0.11', 50889),
1545502732.421488,99,('10.0.0.11', 50890),
1545502756.770159,99,('10.0.0.11', 50888),
1545502765.524468,99,('10.0.0.11', 50865),
1545502770.689783,99,('10.0.0.11', 50860),
1545502784.9709299,99,('10.0.0.11', 50889),
1545502797.769105,99,('10.0.0.11', 50890),
1545502822.052335,99,('10.0.0.11', 50888),
1545502830.84032,99,('10.0.0.11', 50865),
1545502835.985306,99,('10.0.0.11', 50860),
1545502850.3299048,99,('10.0.0.11', 50889),
1545502863.0726771,99,('10.0.0.11', 50890),
1545502887.360944,99,('10.0.0.11', 50888),
1545502896.155045,99,('10.0.0.11', 50865),
1545502901.223134,99,('10.0.0.11', 50860),
1545502915.6611469,99,('10.0.0.11', 50889),
1545502928.365817,99,('10.0.0.11', 50890),
