1543954440.906975,85,5abf24ea659c9327d54435265f1d25c8,
1543954451.21888,86,cfe3cefd18d04277262b944b6773c109,
1543954461.73782,88,f36133527f248de7f47a9946d20fd8d8,
1543954471.754545,89,8df21e832e214d3498a842b34896a3ce,
1543954490.819529,82,e21450bb6503870923be2a3f3e9bc22b,
1543954507.862249,71,6ceac76f5972408e3ac9a39dde7494b2,
1543954522.899841,73,6ceac76f5972408e3ac9a39dde7494b2,
1543954542.278802,71,00dc3d68d2574aca00287a1768f83a35,
1543954557.964563,68,122640eb183557f8ef2cbfba66bc4771,
1543954567.986479,69,ab07ab472c44e60934e1d1ad7ef20b15,
1543954583.395477,65,279089163e2cb802cd88267af83c7368,
1543954593.427249,65,279089163e2cb802cd88267af83c7368,
1543954605.33655,65,279089163e2cb802cd88267af83c7368,
1543954627.3306181,53,1503d577b01ae8dd22430ed98781c1a5,
1543954637.384109,53,1503d577b01ae8dd22430ed98781c1a5,
1543954653.0144792,46,1a2665d1b09aaccafa5e69f3604bd0b0,
1543954663.1971252,48,1a2665d1b09aaccafa5e69f3604bd0b0,
1543954674.022053,49,b86407c11a1bc384894837177f36964a,
1543954689.278189,43,6c0e1dd0bf9b05c3acdf56218304c7cc,
1543954699.365066,43,6c0e1dd0bf9b05c3acdf56218304c7cc,
1543954715.138356,42,d12f432abb28054c0ab0c66b6a7ab5d9,
1543954735.693977,38,05d3a2378f109aace32cb15a441ee63e,
1543954751.535136,33,bce92d538fdcc5ae5b03d087a6bbeacf,
1543954761.855644,33,bce92d538fdcc5ae5b03d087a6bbeacf,
1543954777.9031308,31,2b0de79546e8e1d52788765a32195684,
1543954787.9564219,31,2b0de79546e8e1d52788765a32195684,
1543954808.641811,30,196cb5eed6f4d8c67fb7899b8f604e46,
1543954823.74454,27,3c110844568fdf4c6b3399219c03d749,
1543954838.356502,27,3c110844568fdf4c6b3399219c03d749,
1543954854.505435,16,c4b13fa5d798eec90f5854071a3c5f62,
1543954864.536366,17,01dcb82c38287d8f5a7ced6b5da84d37,
1543954874.5446432,17,01dcb82c38287d8f5a7ced6b5da84d37,
1543954889.623102,7,6be71f58beb54332db11015a176aaf38,
1543954904.662742,1,a712b37f36e0b2e1adf8191577fc6e49,
1543954914.6938891,1,a712b37f36e0b2e1adf8191577fc6e49,
